,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,eps,eps_step,max_iter,random
0,0.05499394856092477,29.665296952721214,1.1990721186201736,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
1,0.07568302046435904,24.63221160664511,1.0152110335882514,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
2,0.07641046591103073,24.851397887050805,1.0284001776887224,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
3,0.056867540263442956,28.62805300444177,1.1390799801578266,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
4,0.05845690752140366,28.811867148456795,1.1807454480658568,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
5,0.04547694433405702,32.719123347963034,1.2759455630122953,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
6,0.06117193615177323,28.8045831435165,1.1564167228573423,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
7,0.07422334934238738,25.603716704483126,1.0739502732460275,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
8,0.05718910339595333,29.764268216187734,1.21678794452834,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
9,0.04878407454598886,32.42319200578787,1.2844987584258258,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
10,0.07778175616742673,24.788062228263065,1.021693223951165,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
11,0.05317211323681233,29.951638246029656,1.177298190072525,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
12,0.06397931926750373,26.819717614179257,1.0960419759541087,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
13,0.07596275607484623,25.018475220805147,1.068263289460945,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
14,0.06770058338383785,26.706993670499067,1.0830741532669084,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
15,0.04927448883473951,32.06363510336615,1.2841271681226163,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
16,0.0547747605535241,29.964028919641954,1.1998353797036314,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
17,0.06988769876030186,26.119521835844022,1.0851468871235324,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
18,0.08464220586448044,23.82466184616073,0.9912119781024171,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
19,0.053667606017394766,30.902971040911982,1.2690460674676767,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
20,0.06538943495674188,27.53187771901489,1.1341708980371514,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
21,0.057223758956064054,28.93169098493633,1.1506247964793015,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
22,0.05153878072924378,31.00719499075271,1.1842356686974964,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
23,0.07348085843361012,25.351973875210916,1.0502563291258005,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
24,0.057095212013746816,29.90363111602426,1.2006387556451428,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
25,0.06136957771761013,28.409264613497932,1.1351907862703061,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
26,0.06874785248469556,25.444327645848297,1.0345548390179913,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
27,0.046670257128372236,32.37067782963592,1.2503828882464296,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
28,0.054546661032330294,30.565562110975748,1.2051421408455474,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
29,0.0670537575613322,26.70169832137526,1.0345326476289913,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
30,0.05508447075303577,29.74967446893036,1.2112889312961785,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
31,0.058919314694726374,29.203720853813703,1.188831194136797,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
32,0.05674537316404803,29.502952578622033,1.181288771198255,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
33,0.07186023070171758,25.81719475277464,1.0075601946510384,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
34,0.06203562196069769,28.167160468396553,1.1339617512828604,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
35,0.060427848556856976,28.811673743189058,1.141783384516387,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
36,0.10189133226555294,20.948337124995422,0.9268133250333066,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
37,0.09823038014540758,20.69376583443919,0.8669670029300937,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
38,0.04853463821659263,31.922968857045355,1.2517983220201596,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
39,0.07070153948505468,24.81957956625571,0.9958269090576536,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
40,0.06851031594016743,24.955477466131303,1.0427287989076315,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
41,0.07348893210990771,25.776151055365304,1.0709687941990869,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
42,0.052298484660242804,30.822073471682764,1.2072242581770982,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
43,0.10022509958217406,21.06381787596705,0.9310903483049682,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
44,0.06081076185095507,29.040483585464482,1.1429042359357509,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
45,0.05217189439720217,30.78675330130049,1.2351770958794792,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
46,0.06789751980168011,26.878277143787955,1.0690695551602032,0.062526983025316,0.16542955537886647,8,1074,407.69620417293976,50,50,2000,1.conv1,0,CIFAR_ResNet18,exemplar,0.03137254901960784,0.03137254901960784,1,False
