,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,eps,eps_step,max_iter,clean_accuracy,adv_accuracy,random
5,0.05215514886109934,31.332158306007667,1.2919330723762656,0.04784085928606432,0.2583945352386298,1,294,176.99732039665176,10,50,2000,3.block2,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.049042742816129505,31.155773042319325,1.3268736903361475,0.04784085928606432,0.2583945352386298,1,294,176.99732039665176,10,50,2000,3.block2,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.05205686922910473,31.210888692438864,1.2927730344132873,0.04784085928606432,0.2583945352386298,1,294,176.99732039665176,10,50,2000,3.block2,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.06395286767546032,27.29784459547116,1.1376256607329054,0.04784085928606432,0.2583945352386298,1,294,176.99732039665176,10,50,2000,3.block2,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.03948284458545383,35.72750859667511,1.531361821510136,0.04784085928606432,0.2583945352386298,1,294,176.99732039665176,10,50,2000,3.block2,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
0,0.0723787235196575,24.51737864755591,1.0997169074921407,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
1,0.04884680043689196,31.658670218919085,1.2801912677549567,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
2,0.04414820985304525,33.92771463679694,1.4627534783151637,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
3,0.04491752498546281,33.274743499690764,1.3429716289587552,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
4,0.045289235352069794,33.20200679477458,1.3803680510984893,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
5,0.056166620323483615,29.518230859713796,1.22538363368408,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
6,0.050480857047200844,30.230585857422128,1.2686754787540326,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
7,0.05669970770974813,28.5444329609362,1.1971926258232857,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
8,0.07188344774289412,24.383435519518745,1.114459294335252,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
9,0.04546780918037845,33.89754445872369,1.4082518460825832,0.051964758502815865,0.2266233257294553,1,295,166.1957879994884,10,50,2000,4.block3,0,CIFAR_VOneResNet18,class,0.00392156862745098,0.000980392156862745,16,0.8911,0.83,False
