,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,eps,eps_step,max_iter,clean_accuracy,adv_accuracy,random
3,0.40751736803216465,4.658294559793578,0.8672829960588078,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.3199322951782021,4.78774041698922,1.1472918402159826,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.3143307114413099,4.407641929129918,1.0806035408745074,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.2909390825927686,5.057255421059093,1.1042699340117543,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.33881960995596383,4.019881922430602,0.9546349374797132,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.5085767316186062,3.669105984123839,0.7846808719812765,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.3300857501286728,4.091374987935904,1.0546140718445682,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.08108572933187264,20.607908599843164,1.1880074317210443,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.041972809476465714,33.11884005587235,1.6045481788361122,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.047405212128425155,30.205812071775462,1.437313486614532,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.05563038581522355,26.095661529894254,1.3136815911102162,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.055376359041521696,27.981827834264216,1.409683440936227,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.07798853998086039,20.56500375877219,1.1842778413273813,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.0557379965853959,26.816468627181127,1.3312504678065313,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.07253893382489168,23.39716591635784,1.221805379607302,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.08391411086774314,19.706087212986592,1.198326405250356,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.06922352307527127,22.874404908709984,1.1324011915224703,0.060901926171972987,0.423284077016754,2,69,9.57350196248917,10,50,2000,0.pixels,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.07426738687303445,23.0684591769681,1.1673712209639961,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.05516447637438248,28.944554925197856,1.3059838528257415,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.048352116319829386,30.08809162161724,1.3602739354406816,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.06434820799900516,25.96540613851927,1.2571179819904907,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.06296854795937745,26.34582355031498,1.3022320970956958,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.059460315484126246,26.816929088258036,1.2198192547808415,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.05431350873791871,29.519607316963732,1.345910954118381,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.056596882833762484,27.87622519222932,1.279144557641281,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.053534873276476165,27.46820997159589,1.3160381933178844,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.056358787258749446,28.27284993034766,1.3371032178238849,0.05779787653304268,0.41520952012385537,1,147,28.77772196356249,10,50,2000,1.conv1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.04412892140838055,33.718634926887354,1.4252156196435648,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.04234835801130162,35.048926795150706,1.4364605031987379,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.0372325022180773,36.58619081698469,1.540380948670955,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.04832303126954819,32.568941319999716,1.3702736642551543,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.05209925549524585,30.679081027805395,1.3528391704604597,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.040045831202312636,35.2555684610513,1.4525839833712613,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.04937002254337745,32.25649372164928,1.3490769863460652,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.04572685962792721,32.745213560637595,1.3711246963543238,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.03860471068415414,35.265615586839445,1.4971896249693815,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.040808719463929395,35.27463678491555,1.5399845378586092,0.043379296585650595,0.2695490617667742,2,312,181.05827912059493,10,50,2000,2.block1,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.06121300626198639,27.0018302551321,1.1612449804724043,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.044547902512194405,33.88716715095427,1.3798503695402773,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.045006051502506327,33.92309069353171,1.3936024035091261,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.042813342577856746,34.19470691910514,1.3630323797191075,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.04119323977872713,34.05724642992742,1.4077762916036098,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.04318957395034744,34.11213285843394,1.3522846048074457,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.051107632426100426,31.07615214054475,1.2590252379045808,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.05045633104563904,31.173700653992377,1.2720002486324598,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.06317342770669694,27.277199045622204,1.155542891439662,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.042741063369887755,34.86085153122032,1.4676763907887038,0.047528074833306386,0.21471242478051897,1,320,230.83817697032546,10,50,2000,3.block2,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.06680347923933307,25.964363145534058,1.1240945656465953,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.058229521581133654,29.272943772202186,1.215211580403184,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.054381521537252064,29.92144576591036,1.1880913324761402,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.04976626811132302,31.985518734431945,1.3172541681007226,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.05060323218252871,30.646725605871683,1.265961753282163,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.04834036749643017,32.019082799292654,1.3189144670571133,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.05673001873011149,29.281934665764396,1.2087773686192071,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.0664548906957467,25.67724831612014,1.107596059991804,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.0676021270441246,26.039176849054474,1.1237055304518357,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.04951536660048446,31.90757874228976,1.2857875885626817,0.05594818852944611,0.1920954258072197,1,315,203.578527806666,10,50,2000,4.block3,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.38264355775584047,5.78823659254198,0.8489938317119188,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.22296758294273003,8.995807409854994,0.903757761097066,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.22927065962389154,7.990094777569294,0.9304254385077763,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.24927780179011189,7.48222498101727,0.9256830108596719,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.27149412915094834,7.382563823503717,0.9771920469381942,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.2227258661746987,8.574011234484134,0.8984006686871555,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.2577154353105887,7.708950383773468,1.0595744700797458,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.3050405144933523,6.258614696060542,0.883312921962094,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.4104957550811167,5.669696512732636,0.7387220192555037,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.32612047745836786,6.501867979377554,0.9134487428652952,0.27543900890621986,0.20965598662867949,1,14,10.627541770100658,10,50,2000,5.block4,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.480960652314014,3.7328271368516357,0.843440545138446,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.3682970070845676,4.241827905646319,1.14214092086041,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.3292573136627269,4.640659692964004,0.9984924336177844,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.4794880639577407,3.9473683355354714,1.0056043059871032,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.33758403115721763,4.602473699657753,1.1213109889870072,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.3419319833765646,4.72890693477596,1.0610500283473594,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.31186687895739135,4.843038263828224,1.1572655091066404,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.5276437501148192,3.712540092053433,0.9809150138298041,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.5614688895088252,3.5538582849966227,0.8335714295152662,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.3983138419830988,3.892020935351984,1.1048101475351761,0.3968696222217704,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,1,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.07693247454217218,21.535305233441584,1.215778466584972,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.06647531911099826,25.093968610888012,1.3429396456818326,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.055344937399842316,27.819162880788532,1.4591497253839176,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.04860209982970457,30.134849343107195,1.520345262780996,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.055878339307956666,26.73736324981599,1.3935692522164764,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.07057593239313051,24.009708431480686,1.2971470039376032,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.05936438784616635,26.669461435707692,1.3730143617861756,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.0643495668200258,24.361469075471533,1.2273457809204802,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.08958546240281155,18.637442674387874,1.0678629932280996,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.06554427665953694,23.9569481936356,1.2317734122045245,0.06346985346784448,0.4105560809056869,2,70,9.800174280387024,10,50,2000,0.pixels,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.06920142353358551,24.169878215949183,1.146493261938235,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.054434400271910335,28.88370852642248,1.338282002720926,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.04824047285202933,29.90687716185279,1.3313810921813345,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.05927844741729198,27.084027317198373,1.2472229321734705,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.054769383989585724,27.491001557474615,1.2990137025037376,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.05795739941587522,26.897678209708513,1.2589147628010766,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.050517960536265324,30.017685538961576,1.3369127096118791,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.05659750325685958,27.75303483607294,1.2470042960248804,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.054239668349288575,27.844968519768408,1.294631189687877,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.053301500196625155,30.00064259590747,1.2695489035090988,0.05537276198714644,0.4214814905053125,1,148,29.904505765829903,10,50,2000,1.conv1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.04141527265660784,34.377756200643496,1.4563291526543305,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.04376119960510827,34.06727315832142,1.4242417965632799,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.04519254447287476,32.35320936209745,1.326670031795014,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.04594288632756983,32.75362828261315,1.3614833016102066,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.03932500478097276,35.209993576350556,1.4716533854346006,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.03816966426323435,36.100067860488515,1.5311867109227615,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.04667546091206427,32.64083821468651,1.3253598707140077,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.04355056958394502,33.9897231294041,1.356553715924788,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.038776243715462545,35.78491528279173,1.4838148319512503,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.03674705626962735,38.00643102562278,1.5771314831941023,0.04168281889931397,0.25628555631703837,2,312,187.1813767228036,10,50,2000,2.block1,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.05905721952860484,28.42572206113149,1.232688692226584,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.04468619260525661,33.10714338693517,1.3309745221593152,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.0468299955351338,32.01379341426793,1.3277842386584084,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.042885198520493543,34.82103853034799,1.3794159499274463,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.038740576796036374,36.37450892515988,1.4803980499174825,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.04242968283747865,34.470280346037086,1.3811320596733585,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.0527805161623779,30.35099516116088,1.2941359456848782,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.051983533654427753,31.17702690971411,1.3180479933987677,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.061868824650478285,26.983523625777927,1.1332169878461273,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.048116769176165336,32.301692339004745,1.3504655232676557,0.047963172605634874,0.20929701647571722,1,320,233.13720668051818,10,50,2000,3.block2,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.06430343337875984,26.41492941937116,1.1415809218749198,0.05643062234616312,0.1793057831757206,1,314,207.3358345836017,10,50,2000,4.block3,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.05916605461305267,29.02369339950832,1.2341487454288462,0.05643062234616312,0.1793057831757206,1,314,207.3358345836017,10,50,2000,4.block3,2,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
