,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,eps,eps_step,max_iter,clean_accuracy,adv_accuracy,random
3,0.04707347002791377,32.34285445358655,1.3015868106794464,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.049733758253833436,31.37753468297137,1.3121232998915588,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.04998093322541639,31.545227902143893,1.3170266024819328,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.052643208264635616,29.97709965962418,1.2035739438798831,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.06541312196727904,26.2160675479004,1.1129819354115158,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.06545388544049908,26.369938568030488,1.1354309280755288,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.05271026944460552,31.073592550677393,1.2954191124477632,0.05526237581627275,0.18680435663937156,1,314,205.5181766122796,10,50,2000,4.block3,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.3906842048961377,5.673821529181343,0.8725326127232881,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.25010542309910466,8.069000938570566,0.9856164027679569,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.2491076478065121,7.978824576519648,0.9933232413629124,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
3,0.22735810075438703,8.258522452053468,0.8797124399823558,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
4,0.25457200554735904,7.423370725492551,1.011077468967635,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
5,0.30200974750401566,6.811217141312379,0.9538072342404152,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
6,0.20379816078779617,8.104996848521324,1.0411472441637115,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
7,0.325909022206335,5.975181498777226,0.8641296728855706,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
8,0.4134740354361895,5.780044454066771,0.7541698615310782,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
9,0.2687632228384486,7.371246780176417,0.9361518368052074,0.2752974171740582,0.211404153443927,1,14,10.560730855612174,10,50,2000,5.block4,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
0,0.5096255518988374,3.546452340879278,0.84711106929727,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
1,0.3593449467370807,4.318379566319534,1.176598297217161,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
2,0.33545622154328925,4.605944947758313,1.0008638779110162,0.35879144472353497,0.25145721435546875,1,7,7.430479526519775,10,50,10,6.linear,0,CIFAR_ResNet18,class,0.00392156862745098,0.000980392156862745,16,0.9491,0.404,False
